,MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION
66961,Married,Bachelor's Degree,Tenant,15000.0,6250.0,Male,2.0,44.0,2.0,More Than Seven Years,6.0,Professional
77400,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Male,1.0,53.0,15.0,Less Than One Year,4.0,Manager
94563,Single,Primary School Grad,Family Home,50000.0,500.0,Female,1.0,33.0,20.0,More Than Seven Years,7.0,Farmer
42487,Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,3.0,44.0,29.0,More Than Seven Years,3.0,Professional
43209,Married,Bachelor's Degree,Owner,25000.0,5250.0,Male,3.0,60.0,27.0,Less Than Four Years,7.0,Manager
59896,Married,Bachelor's Degree,Owner,45000.0,6250.0,Male,0.0,65.0,11.0,Less Than One Year,3.0,Manager
1105,Married,Master's Degree,Tenant,40000.0,2750.0,Male,0.0,34.0,8.0,Less Than Four Years,2.0,Army
72379,Married,Master's Degree,Tenant,40000.0,2750.0,Female,1.0,18.0,39.0,Unemployed,3.0,Army
32275,Divorced,Primary School Grad,Tenant,20000.0,500.0,Male,0.0,64.0,35.0,Less Than Seven Years,2.0,Manager
49390,Single,Bachelor's Degree,Owner,10000.0,6250.0,Male,2.0,70.0,36.0,Less Than One Year,2.0,Manager
45853,Married,Bachelor's Degree,Owner,95000.0,5250.0,Male,1.0,20.0,17.0,More Than Seven Years,3.0,Professional
28225,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Male,1.0,50.0,6.0,Less Than One Year,5.0,Army
8572,Single,Bachelor's Degree,Owner,95000.0,5250.0,Male,1.0,31.0,36.0,Unemployed,3.0,Professional
41916,Married,Master's Degree,Tenant,15000.0,2750.0,Female,3.0,50.0,10.0,Unemployed,3.0,Worker
64839,Married,Bachelor's Degree,Tenant,40000.0,4250.0,Male,0.0,41.0,6.0,Unemployed,6.0,Manager
76349,Married,Bachelor's Degree,Tenant,25000.0,4250.0,Female,2.0,30.0,13.0,More Than Seven Years,4.0,Professional
3196,Married,Primary School Grad,Family Home,10000.0,500.0,Female,2.0,18.0,15.0,Unemployed,3.0,Professional
26613,Divorced,Bachelor's Degree,Owner,20000.0,4250.0,Female,3.0,56.0,2.0,Less Than One Year,4.0,Manager
97158,Single,Master's Degree,Tenant,45000.0,2150.0,Female,0.0,44.0,2.0,Unemployed,2.0,Manager
486,Married,Master's Degree,Tenant,45000.0,2750.0,Male,0.0,47.0,13.0,Less Than Seven Years,2.0,Professional
370,Divorced,Bachelor's Degree,Tenant,15000.0,6250.0,Female,3.0,36.0,21.0,Less Than Four Years,6.0,Manager
86912,Married,Doctorate Degree,Tenant,30000.0,3750.0,Male,3.0,20.0,5.0,More Than Seven Years,3.0,Professional
18895,Single,Master's Degree,Tenant,95000.0,2150.0,Female,2.0,59.0,27.0,Less Than One Year,3.0,Professional
71918,Married,Bachelor's Degree,Tenant,35000.0,2150.0,Female,2.0,45.0,18.0,Unemployed,6.0,Professional
97050,Single,Bachelor's Degree,Owner,20000.0,4250.0,Male,1.0,45.0,1.0,Unemployed,7.0,Manager
15407,Single,Master's Degree,Tenant,40000.0,2750.0,Male,3.0,23.0,8.0,Unemployed,2.0,Worker
64210,Divorced,Master's Degree,Tenant,80000.0,2150.0,Male,1.0,29.0,13.0,Less Than Seven Years,2.0,Worker
8837,Married,Master's Degree,Tenant,30000.0,2750.0,Female,0.0,54.0,35.0,Less Than Seven Years,2.0,Worker
30408,Single,Bachelor's Degree,Tenant,100000.0,2750.0,Male,0.0,55.0,61.0,Less Than Seven Years,4.0,Technician
19622,Married,Master's Degree,Tenant,20000.0,2150.0,Female,3.0,37.0,6.0,More Than Seven Years,3.0,Manager
16682,Divorced,Master's Degree,Tenant,10000.0,3750.0,Male,0.0,19.0,13.0,Less Than Four Years,6.0,Worker
82793,Divorced,Bachelor's Degree,Tenant,20000.0,5250.0,Male,1.0,31.0,4.0,Less Than Four Years,4.0,Professional
60107,Married,Bachelor's Degree,Owner,15000.0,4250.0,Female,1.0,70.0,12.0,Less Than One Year,6.0,Professional
49297,Married,Master's Degree,Tenant,40000.0,3750.0,Male,3.0,36.0,27.0,Unemployed,4.0,Farmer
30869,Divorced,Bachelor's Degree,Tenant,15000.0,6250.0,Male,3.0,42.0,5.0,More Than Seven Years,5.0,Manager
34815,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Male,2.0,63.0,1.0,Unemployed,5.0,Clerical
24003,Married,Doctorate Degree,Tenant,80000.0,3750.0,Male,3.0,19.0,13.0,Less Than Four Years,3.0,Manager
16940,Married,Master's Degree,Tenant,40000.0,2750.0,Male,2.0,41.0,5.0,Less Than Seven Years,3.0,Farmer
95761,Single,Bachelor's Degree,Owner,15000.0,6250.0,Male,0.0,45.0,1.0,Less Than One Year,4.0,Manager
13266,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,3.0,46.0,15.0,More Than Seven Years,5.0,Professional
38452,Single,Primary School Grad,Tenant,10000.0,500.0,Female,2.0,54.0,1.0,Unemployed,5.0,Worker
61779,Married,Bachelor's Degree,Owner,65000.0,5250.0,Male,0.0,62.0,14.0,Less Than Seven Years,4.0,Manager
88648,Married,Bachelor's Degree,Owner,50000.0,6250.0,Male,0.0,39.0,4.0,Unemployed,3.0,Professional
3632,Married,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,31.0,19.0,More Than Seven Years,2.0,Technician
16493,Married,Master's Degree,Tenant,20000.0,2150.0,Female,0.0,59.0,10.0,Less Than One Year,3.0,Worker
15893,Married,Primary School Grad,Family Home,10000.0,500.0,Female,3.0,22.0,35.0,Less Than Seven Years,3.0,Army
11656,Divorced,Bachelor's Degree,Tenant,10000.0,2750.0,Male,2.0,18.0,14.0,Less Than Four Years,4.0,Manager
18522,Single,Bachelor's Degree,Owner,25000.0,6250.0,Male,0.0,53.0,24.0,Less Than Seven Years,2.0,Manager
82227,Married,Bachelor's Degree,Owner,40000.0,4250.0,Female,1.0,54.0,13.0,Less Than One Year,5.0,Manager
33734,Married,Primary School Grad,Tenant,35000.0,500.0,Female,3.0,62.0,15.0,More Than Seven Years,7.0,Farmer
25318,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,2.0,53.0,9.0,More Than Seven Years,4.0,Manager
78199,Married,Bachelor's Degree,Tenant,35000.0,2150.0,Male,2.0,55.0,7.0,Less Than Seven Years,4.0,Clerical
66205,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,0.0,45.0,11.0,Less Than Four Years,7.0,Manager
80720,Single,Master's Degree,Tenant,40000.0,2750.0,Male,2.0,52.0,4.0,Less Than Seven Years,3.0,Technician
32873,Single,Bachelor's Degree,Owner,90000.0,4250.0,Male,2.0,45.0,42.0,Less Than Seven Years,2.0,Professional
88697,Married,Master's Degree,Tenant,40000.0,2150.0,Female,2.0,21.0,10.0,Less Than One Year,3.0,Manager
99055,Married,Bachelor's Degree,Owner,50000.0,4250.0,Female,2.0,36.0,11.0,Less Than Four Years,3.0,Manager
53632,Married,Bachelor's Degree,Owner,30000.0,4250.0,Male,1.0,54.0,4.0,Less Than One Year,2.0,Professional
94286,Single,Bachelor's Degree,Owner,40000.0,6250.0,Male,2.0,56.0,37.0,Less Than Four Years,5.0,Professional
34207,Married,Master's Degree,Tenant,40000.0,2150.0,Male,2.0,34.0,39.0,Less Than Seven Years,3.0,Army
76575,Married,Master's Degree,Tenant,45000.0,2150.0,Female,3.0,44.0,6.0,Unemployed,3.0,Worker
15775,Divorced,Bachelor's Degree,Tenant,20000.0,2150.0,Male,0.0,45.0,8.0,More Than Seven Years,5.0,Worker
85853,Married,Bachelor's Degree,Tenant,90000.0,2150.0,Male,3.0,18.0,14.0,Less Than One Year,5.0,Technician
39465,Married,Bachelor's Degree,Owner,25000.0,4250.0,Male,2.0,42.0,26.0,Unemployed,3.0,Manager
22958,Divorced,Primary School Grad,Family Home,30000.0,500.0,Male,0.0,22.0,22.0,Less Than Seven Years,7.0,Manager
37579,Single,Bachelor's Degree,Tenant,25000.0,2750.0,Male,1.0,69.0,15.0,More Than Seven Years,4.0,Army
91580,Married,Bachelor's Degree,Owner,85000.0,5250.0,Male,1.0,52.0,10.0,Unemployed,4.0,Professional
3258,Single,Doctorate Degree,Owner,105000.0,3750.0,Female,0.0,57.0,3.0,Less Than One Year,3.0,Manager
55283,Married,Master's Degree,Tenant,25000.0,2150.0,Female,1.0,48.0,11.0,Unemployed,3.0,Worker
29990,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Female,2.0,64.0,34.0,Less Than Seven Years,4.0,Farmer
13877,Married,Bachelor's Degree,Tenant,65000.0,2750.0,Female,1.0,70.0,15.0,Less Than Seven Years,5.0,Technician
48825,Single,Bachelor's Degree,Tenant,75000.0,2150.0,Female,3.0,25.0,15.0,Less Than One Year,4.0,Technician
4944,Married,Primary School Grad,Tenant,15000.0,500.0,Male,0.0,46.0,3.0,Less Than One Year,4.0,Technician
40100,Single,Bachelor's Degree,Owner,35000.0,5250.0,Female,3.0,22.0,14.0,Less Than One Year,3.0,Professional
34332,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Male,1.0,67.0,19.0,Less Than Four Years,6.0,Farmer
50986,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Female,0.0,45.0,15.0,More Than Seven Years,4.0,Manager
25762,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,3.0,30.0,72.0,More Than Seven Years,4.0,Worker
11760,Married,Bachelor's Degree,Owner,15000.0,6250.0,Female,2.0,26.0,4.0,More Than Seven Years,2.0,Manager
42733,Single,Master's Degree,Tenant,40000.0,2150.0,Male,1.0,63.0,11.0,Less Than Four Years,3.0,Technician
49573,Married,Bachelor's Degree,Owner,10000.0,5250.0,Male,1.0,45.0,29.0,Less Than Four Years,4.0,Professional
29377,Married,Bachelor's Degree,Owner,15000.0,5250.0,Female,1.0,65.0,3.0,Less Than One Year,3.0,Professional
83151,Divorced,Bachelor's Degree,Owner,15000.0,5250.0,Male,2.0,51.0,27.0,Less Than One Year,3.0,Manager
99206,Married,Bachelor's Degree,Tenant,55000.0,6250.0,Male,2.0,41.0,11.0,More Than Seven Years,4.0,Professional
57654,Married,Master's Degree,Tenant,100000.0,3750.0,Female,2.0,64.0,12.0,Unemployed,6.0,Technician
35771,Married,Doctorate Degree,Tenant,10000.0,3750.0,Male,3.0,30.0,3.0,Unemployed,2.0,Manager
90135,Married,Master's Degree,Tenant,10000.0,2150.0,Male,0.0,32.0,38.0,More Than Seven Years,3.0,Manager
77514,Single,Bachelor's Degree,Owner,10000.0,4250.0,Female,2.0,65.0,17.0,Unemployed,2.0,Professional
44484,Married,Master's Degree,Tenant,10000.0,2150.0,Male,0.0,47.0,11.0,Unemployed,2.0,Army
85283,Single,Bachelor's Degree,Owner,35000.0,4250.0,Male,2.0,53.0,15.0,More Than Seven Years,2.0,Manager
12055,Single,Bachelor's Degree,Tenant,35000.0,2150.0,Male,1.0,34.0,3.0,Less Than Seven Years,4.0,Manager
66400,Married,Bachelor's Degree,Tenant,55000.0,2750.0,Male,2.0,56.0,6.0,Less Than One Year,4.0,Technician
34077,Married,Bachelor's Degree,Owner,45000.0,6250.0,Female,3.0,27.0,8.0,More Than Seven Years,3.0,Manager
11345,Divorced,Bachelor's Degree,Tenant,35000.0,2150.0,Female,3.0,43.0,22.0,Less Than Four Years,4.0,Professional
85395,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,3.0,69.0,13.0,Unemployed,4.0,Clerical
61527,Divorced,Master's Degree,Tenant,105000.0,2750.0,Male,1.0,60.0,43.0,More Than Seven Years,3.0,Professional
2196,Single,Primary School Grad,Family Home,60000.0,500.0,Male,2.0,21.0,15.0,Less Than Seven Years,2.0,Worker
70102,Single,Master's Degree,Tenant,55000.0,2750.0,Female,2.0,54.0,30.0,Unemployed,2.0,Technician
24124,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,62.0,21.0,Less Than One Year,4.0,Professional
36737,Single,Bachelor's Degree,Owner,40000.0,6250.0,Female,0.0,40.0,7.0,Less Than Four Years,3.0,Manager
35282,Divorced,Master's Degree,Tenant,35000.0,2150.0,Female,1.0,38.0,83.0,Less Than One Year,2.0,Technician
86784,Married,Bachelor's Degree,Owner,40000.0,4250.0,Female,1.0,51.0,1.0,Less Than Four Years,3.0,Manager
78113,Single,Bachelor's Degree,Tenant,25000.0,4250.0,Female,1.0,19.0,83.0,Less Than Four Years,4.0,Professional
15754,Divorced,Bachelor's Degree,Owner,30000.0,5250.0,Male,0.0,59.0,22.0,Unemployed,3.0,Professional
98262,Married,Bachelor's Degree,Tenant,10000.0,3750.0,Male,2.0,18.0,24.0,Less Than Seven Years,2.0,Manager
47013,Married,Bachelor's Degree,Tenant,35000.0,4250.0,Male,1.0,38.0,8.0,Less Than Seven Years,4.0,Professional
7833,Married,Master's Degree,Tenant,35000.0,2750.0,Female,3.0,47.0,9.0,Less Than Seven Years,3.0,Professional
88147,Married,Primary School Grad,Family Home,15000.0,500.0,Female,0.0,44.0,11.0,Less Than Four Years,3.0,Army
87911,Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,1.0,22.0,2.0,Unemployed,3.0,Manager
74327,Single,Bachelor's Degree,Tenant,40000.0,2150.0,Female,0.0,32.0,23.0,More Than Seven Years,4.0,Farmer
96807,Single,Bachelor's Degree,Owner,50000.0,6250.0,Male,0.0,37.0,33.0,More Than Seven Years,2.0,Manager
12881,Single,Bachelor's Degree,Tenant,85000.0,2750.0,Female,0.0,47.0,3.0,Less Than Four Years,7.0,Manager
20369,Single,Bachelor's Degree,Tenant,30000.0,6250.0,Female,3.0,33.0,15.0,Less Than Seven Years,4.0,Professional
21390,Single,Bachelor's Degree,Owner,25000.0,6250.0,Female,2.0,54.0,24.0,Less Than One Year,5.0,Professional
11249,Married,Bachelor's Degree,Tenant,45000.0,2150.0,Male,0.0,28.0,34.0,Unemployed,4.0,Farmer
9777,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,3.0,70.0,14.0,Less Than One Year,5.0,Army
95980,Married,Master's Degree,Tenant,20000.0,3750.0,Female,0.0,26.0,2.0,More Than Seven Years,4.0,Clerical
92542,Single,Bachelor's Degree,Tenant,45000.0,2150.0,Male,0.0,67.0,6.0,Less Than One Year,4.0,Professional
70793,Single,Master's Degree,Tenant,10000.0,2150.0,Male,0.0,51.0,7.0,Unemployed,3.0,Farmer
91685,Married,Bachelor's Degree,Tenant,30000.0,6250.0,Female,2.0,23.0,15.0,Unemployed,4.0,Professional
79468,Single,Doctorate Degree,Tenant,25000.0,3750.0,Female,1.0,35.0,35.0,More Than Seven Years,2.0,Professional
65294,Married,Bachelor's Degree,Owner,40000.0,5250.0,Female,2.0,60.0,13.0,Less Than Seven Years,2.0,Manager
5322,Single,Bachelor's Degree,Tenant,45000.0,2750.0,Female,2.0,47.0,15.0,More Than Seven Years,4.0,Technician
50231,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,3.0,45.0,13.0,Less Than Four Years,4.0,Army
11586,Single,Master's Degree,Tenant,45000.0,2750.0,Female,1.0,27.0,3.0,Less Than Seven Years,3.0,Farmer
26370,Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,0.0,65.0,15.0,Less Than Seven Years,4.0,Professional
95676,Married,Master's Degree,Tenant,40000.0,2750.0,Male,3.0,59.0,6.0,More Than Seven Years,3.0,Technician
36069,Divorced,Bachelor's Degree,Tenant,15000.0,2750.0,Male,0.0,44.0,2.0,More Than Seven Years,5.0,Manager
35201,Single,Bachelor's Degree,Tenant,50000.0,2150.0,Male,0.0,58.0,28.0,Less Than Seven Years,4.0,Worker
23227,Divorced,Master's Degree,Tenant,45000.0,3750.0,Male,3.0,69.0,1.0,Less Than One Year,4.0,Professional
12041,Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,1.0,23.0,14.0,Less Than Four Years,3.0,Manager
61416,Married,Master's Degree,Tenant,40000.0,2750.0,Male,2.0,44.0,38.0,More Than Seven Years,3.0,Clerical
90771,Single,Bachelor's Degree,Owner,100000.0,6250.0,Male,2.0,52.0,26.0,Less Than Four Years,7.0,Manager
38174,Single,Primary School Grad,Tenant,45000.0,500.0,Male,1.0,54.0,27.0,Less Than One Year,3.0,Professional
26751,Married,Bachelor's Degree,Tenant,55000.0,2150.0,Female,2.0,54.0,6.0,Less Than One Year,7.0,Professional
71319,Married,Master's Degree,Tenant,20000.0,2750.0,Female,1.0,46.0,6.0,Less Than Seven Years,3.0,Technician
4409,Married,Master's Degree,Tenant,60000.0,3750.0,Female,0.0,62.0,14.0,Less Than Seven Years,4.0,Farmer
77224,Divorced,Doctorate Degree,Tenant,85000.0,3750.0,Female,3.0,26.0,15.0,Less Than One Year,2.0,Professional
60561,Married,Bachelor's Degree,Tenant,25000.0,4250.0,Female,0.0,24.0,14.0,Less Than Four Years,7.0,Manager
54412,Married,Bachelor's Degree,Tenant,55000.0,2750.0,Male,2.0,48.0,26.0,Unemployed,4.0,Farmer
42782,Married,Bachelor's Degree,Owner,25000.0,4250.0,Female,3.0,60.0,1.0,Less Than One Year,4.0,Professional
94326,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Female,1.0,28.0,8.0,Less Than Four Years,4.0,Army
38179,Single,Bachelor's Degree,Tenant,40000.0,2150.0,Male,2.0,32.0,1.0,Less Than Four Years,4.0,Worker
5574,Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,3.0,67.0,11.0,Unemployed,2.0,Manager
16934,Married,Master's Degree,Tenant,15000.0,3750.0,Male,2.0,32.0,3.0,More Than Seven Years,4.0,Army
35825,Married,Bachelor's Degree,Owner,10000.0,5250.0,Male,1.0,37.0,34.0,Less Than One Year,2.0,Professional
63755,Married,Bachelor's Degree,Tenant,100000.0,4250.0,Female,1.0,44.0,15.0,More Than Seven Years,4.0,Professional
31498,Married,Bachelor's Degree,Tenant,45000.0,2150.0,Male,3.0,65.0,11.0,Less Than Four Years,7.0,Technician
94442,Married,Master's Degree,Tenant,35000.0,2150.0,Male,0.0,20.0,6.0,Less Than Four Years,2.0,Army
97187,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,2.0,30.0,34.0,Less Than One Year,4.0,Army
97983,Single,Bachelor's Degree,Owner,10000.0,6250.0,Male,2.0,63.0,14.0,Less Than One Year,4.0,Manager
93172,Married,Bachelor's Degree,Owner,35000.0,6250.0,Male,2.0,69.0,36.0,Less Than Seven Years,4.0,Manager
8493,Married,Master's Degree,Tenant,55000.0,2750.0,Female,1.0,70.0,24.0,Less Than Four Years,3.0,Army
5435,Married,Bachelor's Degree,Tenant,50000.0,2750.0,Female,2.0,66.0,3.0,Unemployed,4.0,Manager
85184,Single,Bachelor's Degree,Tenant,30000.0,2150.0,Female,3.0,60.0,89.0,More Than Seven Years,7.0,Clerical
94371,Married,Master's Degree,Tenant,65000.0,2750.0,Male,3.0,22.0,9.0,Less Than Four Years,5.0,Professional
54213,Single,Bachelor's Degree,Owner,45000.0,5250.0,Female,2.0,54.0,65.0,More Than Seven Years,3.0,Professional
47279,Divorced,Bachelor's Degree,Tenant,15000.0,2750.0,Male,3.0,35.0,12.0,Less Than Four Years,4.0,Farmer
32471,Married,Bachelor's Degree,Owner,15000.0,5250.0,Female,3.0,69.0,22.0,Unemployed,2.0,Professional
18482,Married,Bachelor's Degree,Owner,35000.0,6250.0,Female,2.0,18.0,13.0,Less Than One Year,4.0,Professional
44999,Single,Master's Degree,Tenant,35000.0,2750.0,Male,3.0,41.0,14.0,More Than Seven Years,3.0,Farmer
88921,Single,Bachelor's Degree,Tenant,80000.0,5250.0,Female,1.0,36.0,11.0,Unemployed,5.0,Professional
95387,Married,Bachelor's Degree,Tenant,35000.0,4250.0,Male,3.0,34.0,32.0,Less Than One Year,4.0,Professional
99395,Married,Primary School Grad,Family Home,15000.0,500.0,Female,0.0,37.0,35.0,More Than Seven Years,2.0,Technician
37909,Single,Bachelor's Degree,Tenant,45000.0,2750.0,Male,3.0,38.0,12.0,Less Than Four Years,6.0,Army
43397,Married,Bachelor's Degree,Owner,15000.0,5250.0,Male,3.0,45.0,83.0,Less Than One Year,3.0,Manager
20800,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,0.0,35.0,17.0,Unemployed,4.0,Professional
41708,Married,Bachelor's Degree,Tenant,100000.0,2150.0,Male,2.0,63.0,15.0,More Than Seven Years,4.0,Manager
26872,Married,Bachelor's Degree,Tenant,20000.0,2150.0,Male,1.0,64.0,8.0,Less Than Four Years,5.0,Clerical
75930,Married,Doctorate Degree,Owner,15000.0,3750.0,Female,0.0,53.0,9.0,Less Than Four Years,2.0,Professional
16406,Married,Master's Degree,Tenant,100000.0,2750.0,Female,1.0,53.0,35.0,More Than Seven Years,3.0,Professional
68470,Married,Master's Degree,Tenant,65000.0,3750.0,Female,1.0,63.0,16.0,Less Than Seven Years,4.0,Manager
10794,Single,Primary School Grad,Family Home,105000.0,500.0,Male,0.0,39.0,9.0,Less Than One Year,4.0,Farmer
48075,Single,Master's Degree,Tenant,20000.0,2750.0,Female,3.0,41.0,13.0,Unemployed,3.0,Worker
69847,Single,Bachelor's Degree,Tenant,30000.0,2150.0,Female,1.0,45.0,34.0,More Than Seven Years,4.0,Worker
14691,Married,Bachelor's Degree,Tenant,35000.0,2150.0,Male,0.0,27.0,13.0,Unemployed,7.0,Technician
86907,Married,Bachelor's Degree,Tenant,65000.0,2750.0,Female,1.0,58.0,4.0,Less Than Four Years,7.0,Army
26986,Single,Doctorate Degree,Tenant,25000.0,3750.0,Male,3.0,27.0,12.0,Less Than Seven Years,3.0,Manager
1353,Single,Master's Degree,Tenant,45000.0,2750.0,Male,1.0,30.0,5.0,Less Than One Year,2.0,Army
78025,Single,Bachelor's Degree,Owner,10000.0,6250.0,Female,2.0,34.0,37.0,Less Than Four Years,3.0,Manager
86753,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Male,3.0,45.0,24.0,More Than Seven Years,6.0,Technician
5752,Married,Bachelor's Degree,Tenant,65000.0,2150.0,Male,1.0,61.0,33.0,More Than Seven Years,4.0,Farmer
37066,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,1.0,38.0,9.0,Unemployed,4.0,Clerical
1875,Married,Bachelor's Degree,Owner,40000.0,5250.0,Male,1.0,40.0,30.0,Less Than Seven Years,3.0,Manager
24406,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,1.0,68.0,8.0,Less Than Seven Years,5.0,Professional
81976,Married,Primary School Grad,Tenant,30000.0,500.0,Female,0.0,45.0,10.0,More Than Seven Years,4.0,Army
3412,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,2.0,61.0,8.0,Less Than Four Years,4.0,Technician
10416,Married,Master's Degree,Tenant,10000.0,2150.0,Male,3.0,55.0,5.0,Less Than One Year,2.0,Clerical
19239,Single,Bachelor's Degree,Owner,15000.0,4250.0,Male,2.0,55.0,11.0,Unemployed,3.0,Manager
65936,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Male,3.0,54.0,6.0,Less Than Seven Years,4.0,Professional
45532,Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,1.0,60.0,12.0,Less Than One Year,7.0,Manager
16043,Married,Bachelor's Degree,Tenant,20000.0,5250.0,Female,0.0,24.0,27.0,Unemployed,4.0,Manager
62619,Married,Doctorate Degree,Owner,105000.0,3750.0,Female,0.0,65.0,8.0,Less Than One Year,3.0,Manager
43019,Single,Bachelor's Degree,Tenant,15000.0,2750.0,Male,0.0,60.0,27.0,Less Than One Year,4.0,Clerical
39373,Divorced,Bachelor's Degree,Tenant,80000.0,2750.0,Female,1.0,56.0,44.0,Less Than Four Years,5.0,Clerical
21182,Married,Bachelor's Degree,Tenant,15000.0,4250.0,Female,2.0,21.0,3.0,Unemployed,2.0,Manager
30255,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,0.0,43.0,12.0,More Than Seven Years,4.0,Worker
25570,Married,Doctorate Degree,Tenant,45000.0,3750.0,Female,0.0,39.0,11.0,More Than Seven Years,3.0,Professional
26205,Single,Primary School Grad,Family Home,40000.0,500.0,Male,1.0,24.0,18.0,More Than Seven Years,2.0,Technician
70382,Single,Bachelor's Degree,Owner,90000.0,4250.0,Male,1.0,69.0,8.0,Less Than Seven Years,7.0,Professional
89922,Married,Doctorate Degree,Tenant,10000.0,3750.0,Female,1.0,42.0,23.0,Less Than Seven Years,4.0,Professional
42367,Married,Bachelor's Degree,Owner,10000.0,4250.0,Female,1.0,52.0,10.0,Less Than One Year,4.0,Manager
78200,Married,Primary School Grad,Tenant,90000.0,500.0,Female,3.0,45.0,4.0,More Than Seven Years,3.0,Farmer
72090,Married,Master's Degree,Tenant,100000.0,2750.0,Female,3.0,48.0,13.0,More Than Seven Years,2.0,Manager
